Date,Open,High,Low,Close,Volume,InterestRate,ExchangeRate,VIX,TEDSpread,EFFR,Gold,Oil
2010-02-02,6.1533331871032715,6.239999771118164,6.133333206176758,6.193333148956299,5548800.0,0.13,1.3955,21.48,0.15,0.14,1117.4000244140625,77.2300033569336
2010-02-03,6.413332939147949,6.423333168029785,6.239999771118164,6.353332996368408,18415500.0,0.13,1.3907,21.6,0.15,0.13,1111.4000244140625,76.9800033569336
2010-02-04,6.309999942779541,6.309999942779541,6.110000133514404,6.119999885559082,11436000.0,0.13,1.3759,26.08,0.16,0.14,1062.4000244140625,73.13999938964844
2010-02-05,6.0966668128967285,6.269999980926514,6.0966668128967285,6.266666889190674,8810100.0,0.13,1.3608,26.11,0.15,0.13,1052.199951171875,71.19000244140625
2010-02-08,6.289999961853027,6.316667079925537,5.99666690826416,6.016666889190674,12658200.0,0.13,1.3699,26.51,0.13,0.13,1065.699951171875,71.88999938964844
2010-02-09,6.0966668128967285,6.173333168029785,6.019999980926514,6.066667079925537,17238900.0,0.13,1.3795,26.0,0.13,0.13,1076.699951171875,73.75
2010-02-10,6.050000190734863,6.086667060852051,5.97333288192749,6.03000020980835,11768700.0,0.13,1.3722,25.4,0.14,0.12,1075.800048828125,74.5199966430664
2010-02-11,6.010000228881836,6.1066670417785645,5.99666690826416,6.050000190734863,9231300.0,0.13,1.364,23.96,0.14,0.12,1094.199951171875,75.27999877929688
2010-02-12,6.010000228881836,6.133333206176758,5.956666946411133,6.0966668128967285,12387600.0,0.13,1.3625,22.73,0.15,0.12,1089.5,74.12999725341797
2010-02-15,6.010000228881836,6.133333206176758,5.956666946411133,6.0966668128967285,12387600.0,0.13,1.3625,22.73,0.15,0.12,1089.5,74.12999725341797
2010-02-16,6.150000095367432,6.206666946411133,6.090000152587891,6.183332920074463,9264600.0,0.13,1.3742,22.25,0.15,0.13,1119.300048828125,77.01000213623047
2010-02-17,6.203332901000977,6.230000019073486,6.126667022705078,6.190000057220459,7142700.0,0.13,1.3623,21.72,0.15,0.12,1119.5,77.33000183105469
2010-02-18,6.0966668128967285,6.216667175292969,6.0966668128967285,6.203332901000977,6653100.0,0.13,1.3563,20.63,0.15,0.12,1118.0,79.05999755859375
2010-02-19,6.199999809265137,6.243332862854004,6.163332939147949,6.210000038146973,6201900.0,0.13,1.3538,20.02,0.14,0.13,1121.300048828125,79.80999755859375
2010-02-22,6.199999809265137,6.216667175292969,6.170000076293945,6.176667213439941,3662400.0,0.13,1.359,19.94,0.14,0.12,1112.5999755859375,80.16000366210938
2010-02-23,6.199999809265137,6.21999979019165,6.130000114440918,6.146667003631592,6428400.0,0.13,1.3537,21.37,0.13,0.12,1102.699951171875,78.86000061035156
2010-02-24,6.1666669845581055,6.236667156219482,6.119999885559082,6.199999809265137,6550500.0,0.13,1.3576,20.27,0.13,0.11,1096.5,80.0
2010-02-25,6.099999904632568,6.233333110809326,6.093332767486572,6.22333288192749,5906400.0,0.13,1.3476,20.1,0.12,0.12,1107.800048828125,78.16999816894531
2010-02-26,6.210000038146973,6.256667137145996,6.1533331871032715,6.210000038146973,5703000.0,0.13,1.366,19.5,0.12,0.13,1118.300048828125,79.66000366210938
2010-03-01,6.233333110809326,6.269999980926514,6.190000057220459,6.266666889190674,5836500.0,0.16,1.3516,19.26,0.12,0.14,1117.800048828125,78.69999694824219
2010-03-02,6.320000171661377,6.480000019073486,6.316667079925537,6.4166669845581055,10055100.0,0.16,1.3564,19.06,0.11,0.14,1136.9000244140625,79.68000030517578
2010-03-03,6.449999809265137,6.5233330726623535,6.420000076293945,6.480000019073486,7612200.0,0.16,1.3731,18.83,0.11,0.15,1142.699951171875,80.87000274658203
2010-03-04,6.436666965484619,6.623332977294922,6.436666965484619,6.5833330154418945,10386000.0,0.16,1.3571,18.72,0.11,0.16,1132.5999755859375,80.20999908447266
2010-03-05,6.563333034515381,6.703332901000977,6.563333034515381,6.676667213439941,10438200.0,0.16,1.3608,17.42,0.1,0.17,1134.800048828125,81.5
2010-03-08,6.636666774749756,6.696667194366455,6.5833330154418945,6.690000057220459,8087700.0,0.16,1.3613,17.79,0.09,0.15,1123.5999755859375,81.87000274658203
2010-03-09,6.6433329582214355,6.74666690826416,6.633333206176758,6.716667175292969,7794300.0,0.16,1.3586,17.92,0.1,0.14,1122.0,81.48999786376953
2010-03-10,6.7133331298828125,6.75,6.676667213439941,6.739999771118164,9172500.0,0.16,1.3658,18.57,0.11,0.14,1107.800048828125,82.08999633789062
2010-03-11,6.670000076293945,6.756667137145996,6.670000076293945,6.74666690826416,5084400.0,0.16,1.3674,18.06,0.1,0.15,1108.0,82.11000061035156
2010-03-12,6.760000228881836,6.806666851043701,6.74666690826416,6.766666889190674,4017600.0,0.16,1.3753,17.58,0.11,0.17,1101.5,81.23999786376953
2010-03-15,6.766666889190674,6.769999980926514,6.613333225250244,6.760000228881836,8693100.0,0.16,1.3652,18.0,0.09,0.2,1105.0999755859375,79.80000305175781
2010-03-16,6.756667137145996,6.783332824707031,6.7133331298828125,6.75,8693700.0,0.16,1.3758,17.69,0.1,0.2,1122.199951171875,81.69999694824219
2010-03-17,6.783332824707031,6.8933329582214355,6.736667156219482,6.836667060852051,8184000.0,0.16,1.3739,16.91,0.12,0.18,1124.0,82.93000030517578
2010-03-18,6.876667022705078,6.956666946411133,6.866666793823242,6.909999847412109,7291800.0,0.16,1.3603,16.62,0.11,0.18,1127.4000244140625,82.19999694824219
2010-03-19,6.953332901000977,7.0233330726623535,6.873332977294922,7.010000228881836,12896700.0,0.16,1.353,16.97,0.12,0.18,1107.4000244140625,80.68000030517578
2010-03-22,6.943333148956299,6.96999979019165,6.8333330154418945,6.933332920074463,6894000.0,0.16,1.3531,16.87,0.13,0.18,1099.300048828125,81.25
2010-03-23,6.913332939147949,6.986667156219482,6.9033331871032715,6.980000019073486,5538300.0,0.16,1.3535,16.35,0.14,0.17,1103.5,81.91000366210938
2010-03-24,6.933332920074463,7.0366668701171875,6.913332939147949,6.99666690826416,6949500.0,0.16,1.3347,17.55,0.14,0.17,1088.5999755859375,80.61000061035156
2010-03-25,7.006667137145996,7.070000171661377,6.980000019073486,6.989999771118164,6603000.0,0.16,1.3344,18.4,0.15,0.17,1092.699951171875,80.52999877929688
2010-03-26,7.099999904632568,7.099999904632568,6.949999809265137,7.016666889190674,6141000.0,0.16,1.3398,17.77,0.15,0.17,1104.199951171875,80.0
2010-03-29,7.02666711807251,7.076666831970215,7.013332843780518,7.053332805633545,4236300.0,0.16,1.3465,17.59,0.14,0.16,1110.300048828125,82.16999816894531
2010-03-30,7.063333034515381,7.0966668128967285,7.006667137145996,7.019999980926514,4555500.0,0.16,1.3409,17.13,0.13,0.16,1104.5,82.37000274658203
2010-03-31,6.966667175292969,7.110000133514404,6.966667175292969,7.039999961853027,5974200.0,0.16,1.3526,17.59,0.13,0.09,1113.300048828125,83.76000213623047
2010-04-01,7.0966668128967285,7.116666793823242,7.0,7.050000190734863,6013500.0,0.2,1.3569,17.47,0.13,0.17,1125.0999755859375,84.87000274658203
2010-04-02,7.0966668128967285,7.116666793823242,7.0,7.050000190734863,6013500.0,0.2,1.3487,17.47,0.13,0.2,1125.0999755859375,84.87000274658203
2010-04-05,7.090000152587891,7.22333288192749,7.070000171661377,7.203332901000977,7216500.0,0.2,1.3486,17.02,0.13,0.2,1132.9000244140625,86.62000274658203
2010-04-06,7.190000057220459,7.236667156219482,7.1666669845581055,7.230000019073486,8089800.0,0.2,1.3378,16.23,0.12,0.2,1135.0999755859375,86.83999633789062
2010-04-07,7.193333148956299,7.21999979019165,7.1066670417785645,7.139999866485596,7172100.0,0.2,1.3364,16.62,0.13,0.19,1152.300048828125,85.87999725341797
2010-04-08,7.136666774749756,7.269999980926514,7.0966668128967285,7.236667156219482,6653100.0,0.2,1.336,16.48,0.12,0.19,1152.199951171875,85.38999938964844
2010-04-09,7.2266669273376465,7.303332805633545,7.179999828338623,7.303332805633545,6855900.0,0.2,1.3468,16.14,0.14,0.19,1161.0999755859375,84.91999816894531
2010-04-12,7.296667098999023,7.373332977294922,7.269999980926514,7.3466668128967285,5529300.0,0.2,1.3587,15.58,0.14,0.19,1161.5999755859375,84.33999633789062
2010-04-13,7.3466668128967285,7.3566670417785645,7.239999771118164,7.329999923706055,6496500.0,0.2,1.3592,16.2,0.14,0.2,1152.800048828125,84.05000305175781
2010-04-14,7.369999885559082,7.440000057220459,7.309999942779541,7.436666965484619,6025200.0,0.2,1.3666,15.59,0.14,0.2,1159.0,85.83999633789062
2010-04-15,7.413332939147949,7.426667213439941,7.323332786560059,7.3933329582214355,8909400.0,0.2,1.354,15.89,0.14,0.22,1159.699951171875,85.51000213623047
2010-04-16,7.373332977294922,7.389999866485596,7.119999885559082,7.133333206176758,17987400.0,0.2,1.3487,18.36,0.15,0.21,1136.300048828125,83.23999786376953
2010-04-19,7.093332767486572,7.193333148956299,7.043333053588867,7.193333148956299,10053300.0,0.2,1.3458,17.34,0.15,0.2,1135.199951171875,81.44999694824219
2010-04-20,7.203332901000977,7.300000190734863,7.186666965484619,7.236667156219482,8505300.0,0.2,1.3446,15.73,0.15,0.2,1138.5999755859375,83.44999694824219
2010-04-21,7.236667156219482,7.296667098999023,7.190000057220459,7.28000020980835,11114700.0,0.2,1.3383,16.32,0.16,0.2,1148.199951171875,83.68000030517578
2010-04-22,7.193333148956299,7.420000076293945,7.150000095367432,7.420000076293945,10913700.0,0.2,1.3298,16.47,0.16,0.2,1142.300048828125,83.69999694824219
2010-04-23,7.386666774749756,7.593332767486572,7.380000114440918,7.559999942779541,9428400.0,0.2,1.336,16.62,0.16,0.2,1153.0999755859375,85.12000274658203
2010-04-26,7.559999942779541,7.703332901000977,7.49666690826416,7.6533331871032715,8950800.0,0.2,1.3336,17.47,0.16,0.2,1153.5,84.19999694824219
2010-04-27,7.47333288192749,7.52666711807251,7.25,7.256667137145996,15733200.0,0.2,1.323,22.81,0.17,0.2,1161.699951171875,82.44000244140625
2010-04-28,7.306666851043701,7.433332920074463,7.056666851043701,7.063333034515381,14448600.0,0.2,1.313,21.08,0.18,0.2,1171.300048828125,83.22000122070312
2010-04-29,7.150000095367432,7.313333034515381,7.073332786560059,7.28000020980835,12882000.0,0.2,1.3243,18.44,0.17,0.19,1168.4000244140625,85.16999816894531
2010-04-30,6.946667194366455,7.130000114440918,6.866666793823242,7.0,21171600.0,0.2,1.3302,22.05,0.19,0.2,1180.0999755859375,86.1500015258789
2010-05-01,6.946667194366455,7.130000114440918,6.866666793823242,7.0,21171600.0,0.2,1.3302,22.05,0.19,0.2,1180.0999755859375,86.1500015258789
2010-05-03,7.093332767486572,7.139999866485596,6.926667213439941,7.0366668701171875,7880700.0,0.2,1.3183,20.19,0.19,0.2,1182.699951171875,86.19000244140625
2010-05-04,6.953332901000977,6.966667175292969,6.77666711807251,6.800000190734863,10046400.0,0.2,1.3037,23.84,0.19,0.21,1168.5999755859375,82.73999786376953
2010-05-05,6.710000038146973,7.010000228881836,6.639999866485596,6.953332901000977,12424800.0,0.2,1.289,24.91,0.21,0.21,1174.5999755859375,79.97000122070312
2010-05-06,6.946667194366455,7.013332843780518,6.5,6.716667175292969,13168500.0,0.2,1.2689,32.8,0.26,0.2,1196.9000244140625,77.11000061035156
2010-05-07,6.690000057220459,6.736667156219482,6.323332786560059,6.373332977294922,27633300.0,0.2,1.2721,40.95,0.3,0.2,1210.0,75.11000061035156
2010-05-10,6.623332977294922,6.663332939147949,6.5233330726623535,6.539999961853027,19566600.0,0.2,1.2861,28.84,0.26,0.2,1200.4000244140625,76.80000305175781
2010-05-11,6.5,6.663332939147949,6.426667213439941,6.5366668701171875,13051500.0,0.2,1.2715,28.32,0.26,0.2,1219.9000244140625,76.37000274658203
2010-05-12,6.5966668128967285,6.716667175292969,6.563333034515381,6.679999828338623,6669000.0,0.2,1.2642,25.52,0.27,0.2,1242.699951171875,75.6500015258789
2010-05-13,6.683332920074463,6.716667175292969,6.610000133514404,6.610000133514404,5171100.0,0.2,1.2568,26.68,0.28,0.2,1228.800048828125,74.4000015258789
2010-05-14,6.576666831970215,6.576666831970215,6.429999828338623,6.546667098999023,10608000.0,0.2,1.239,31.24,0.29,0.2,1227.4000244140625,71.61000061035156
2010-05-17,6.576666831970215,6.616666793823242,6.406667232513428,6.550000190734863,7921800.0,0.2,1.2299,30.84,0.3,0.21,1227.699951171875,70.08000183105469
2010-05-18,6.6066670417785645,6.623332977294922,6.343332767486572,6.349999904632568,12112500.0,0.2,1.2358,33.55,0.29,0.21,1214.300048828125,69.41000366210938
2010-05-19,6.343332767486572,6.453332901000977,6.21999979019165,6.373332977294922,11639100.0,0.2,1.2317,35.32,0.31,0.2,1192.5999755859375,69.87000274658203
2010-05-20,6.193333148956299,6.24666690826416,6.019999980926514,6.02666711807251,24335700.0,0.2,1.237,45.79,0.31,0.2,1187.800048828125,68.01000213623047
2010-05-21,5.933332920074463,6.256667137145996,5.929999828338623,6.256667137145996,19465200.0,0.2,1.2575,40.1,0.33,0.2,1175.699951171875,70.04000091552734
2010-05-24,6.25,6.300000190734863,6.113333225250244,6.119999885559082,14195700.0,0.2,1.2406,38.32,0.34,0.21,1193.800048828125,70.20999908447266
2010-05-25,5.929999828338623,6.113333225250244,5.8466668128967285,6.099999904632568,12618600.0,0.2,1.2279,34.61,0.37,0.21,1197.800048828125,68.75
2010-05-26,6.133333206176758,6.22333288192749,6.0833330154418945,6.093332767486572,10632600.0,0.2,1.2224,35.02,0.37,0.2,1213.300048828125,71.51000213623047
2010-05-27,6.183332920074463,6.309999942779541,6.156667232513428,6.309999942779541,7377900.0,0.2,1.237,29.68,0.37,0.2,1211.9000244140625,74.55000305175781
2010-05-28,6.300000190734863,6.316667079925537,6.1666669845581055,6.196667194366455,8379600.0,0.2,1.2369,32.07,0.38,0.19,1212.199951171875,73.97000122070312
2010-05-31,6.300000190734863,6.316667079925537,6.1666669845581055,6.196667194366455,8379600.0,0.2,1.2369,32.07,0.38,0.19,1212.199951171875,73.97000122070312
2010-06-01,6.193333148956299,6.296667098999023,6.116666793823242,6.130000114440918,9813000.0,0.18,1.2266,35.54,0.38,0.2,1224.800048828125,72.58000183105469
2010-06-02,6.183332920074463,6.243332862854004,6.116666793823242,6.243332862854004,7478400.0,0.18,1.2206,30.17,0.38,0.2,1220.5999755859375,72.86000061035156
2010-06-03,6.2866668701171875,6.300000190734863,6.199999809265137,6.256667137145996,6713700.0,0.18,1.2193,29.46,0.4,0.19,1208.300048828125,74.61000061035156
2010-06-04,6.139999866485596,6.199999809265137,6.133333206176758,6.1433329582214355,12879300.0,0.18,1.1998,35.48,0.4,0.19,1216.199951171875,71.51000213623047
2010-06-07,6.179999828338623,6.2733330726623535,6.070000171661377,6.073332786560059,9226800.0,0.18,1.1959,36.57,0.42,0.19,1239.300048828125,71.44000244140625
2010-06-08,6.090000152587891,6.139999866485596,5.943333148956299,6.0833330154418945,9929100.0,0.18,1.1995,33.7,0.42,0.19,1244.0,71.98999786376953
2010-06-09,6.099999904632568,6.233333110809326,6.0833330154418945,6.099999904632568,10413900.0,0.18,1.2045,33.73,0.44,0.18,1228.5,74.37999725341797
2010-06-10,6.203332901000977,6.340000152587891,6.1666669845581055,6.326666831970215,7275300.0,0.18,1.2111,30.57,0.44,0.18,1220.800048828125,75.4800033569336
2010-06-11,6.233333110809326,6.400000095367432,6.21999979019165,6.383333206176758,5346300.0,0.18,1.2077,28.79,0.46,0.18,1228.9000244140625,73.77999877929688
2010-06-14,6.480000019073486,6.5,6.363333225250244,6.366666793823242,5967000.0,0.18,1.2277,28.58,0.47,0.18,1223.300048828125,75.12000274658203
2010-06-15,6.446667194366455,6.566667079925537,6.423333168029785,6.563333034515381,8358600.0,0.18,1.2327,25.87,0.45,0.19,1233.199951171875,76.94000244140625
2010-06-16,6.550000190734863,6.556666851043701,6.453332901000977,6.513332843780518,4972500.0,0.18,1.2323,25.92,0.44,0.19,1229.300048828125,77.66999816894531
2010-06-17,6.510000228881836,6.516666889190674,6.3566670417785645,6.443333148956299,4932000.0,0.18,1.2365,25.05,0.45,0.19,1247.5,76.79000091552734
2010-06-18,6.480000019073486,6.480000019073486,6.373332977294922,6.389999866485596,7206000.0,0.18,1.236,23.95,0.43,0.18,1257.199951171875,77.18000030517578
2010-06-21,6.449999809265137,6.4766669273376465,6.303332805633545,6.3333330154418945,6649800.0,0.18,1.2385,24.88,0.42,0.17,1239.699951171875,77.81999969482422
2010-06-22,6.329999923706055,6.386666774749756,6.21999979019165,6.22333288192749,6234300.0,0.18,1.2303,27.05,0.41,0.18,1239.9000244140625,77.20999908447266
2010-06-23,6.263332843780518,6.306666851043701,6.176667213439941,6.193333148956299,5244600.0,0.18,1.231,26.91,0.41,0.17,1234.0999755859375,76.3499984741211
2010-06-24,6.170000076293945,6.2266669273376465,6.099999904632568,6.113333225250244,6785400.0,0.18,1.2288,29.74,0.41,0.16,1245.5,76.51000213623047
2010-06-25,6.156667232513428,6.340000152587891,6.133333206176758,6.296667098999023,9883800.0,0.18,1.2332,28.53,0.4,0.16,1255.800048828125,78.86000061035156
2010-06-28,6.313333034515381,6.369999885559082,6.283332824707031,6.2866668701171875,6531600.0,0.18,1.2316,29.0,0.36,0.17,1238.199951171875,78.25
2010-06-29,6.173333168029785,6.190000057220459,5.99666690826416,6.016666889190674,7984200.0,0.18,1.2187,34.13,0.38,0.15,1242.0,75.94000244140625
2010-06-30,6.00333309173584,6.076666831970215,5.923333168029785,5.926667213439941,8521800.0,0.18,1.2291,34.54,0.35,0.09,1245.5,75.62999725341797
2010-07-01,5.9633331298828125,6.056666851043701,5.816667079925537,5.900000095367432,9065100.0,0.18,1.2464,32.86,0.36,0.17,1206.300048828125,72.94999694824219
2010-07-02,5.913332939147949,5.953332901000977,5.766666889190674,5.766666889190674,6251400.0,0.18,1.2577,30.12,0.36,0.18,1207.4000244140625,72.13999938964844
2010-07-05,5.913332939147949,5.953332901000977,5.766666889190674,5.766666889190674,6251400.0,0.18,1.2577,30.12,0.36,0.18,1207.4000244140625,72.13999938964844
2010-07-06,5.840000152587891,5.9166669845581055,5.7266669273376465,5.7866668701171875,8763300.0,0.18,1.2646,29.65,0.36,0.18,1194.800048828125,71.9800033569336
2010-07-07,5.820000171661377,5.940000057220459,5.766666889190674,5.929999828338623,8764800.0,0.18,1.2594,26.84,0.37,0.18,1198.5999755859375,74.06999969482422
2010-07-08,5.986667156219482,6.019999980926514,5.920000076293945,5.986667156219482,5555400.0,0.18,1.2683,25.71,0.38,0.17,1195.800048828125,75.44000244140625
2010-07-09,5.966667175292969,6.086667060852051,5.956666946411133,6.066667079925537,5682300.0,0.18,1.2639,24.98,0.37,0.18,1209.5999755859375,76.08999633789062
2010-07-12,6.050000190734863,6.079999923706055,6.006667137145996,6.050000190734863,4185600.0,0.18,1.2573,24.43,0.37,0.17,1198.5,74.94999694824219
2010-07-13,6.110000133514404,6.146667003631592,6.0233330726623535,6.093332767486572,8961900.0,0.18,1.2719,24.56,0.38,0.17,1213.300048828125,77.1500015258789
2010-07-14,6.093332767486572,6.099999904632568,5.983333110809326,6.039999961853027,5435100.0,0.18,1.2755,24.89,0.38,0.17,1206.800048828125,77.04000091552734
2010-07-15,6.0233330726623535,6.076666831970215,5.940000057220459,6.046667098999023,3585300.0,0.18,1.2893,25.14,0.37,0.19,1208.0999755859375,76.62000274658203
2010-07-16,5.980000019073486,6.033332824707031,5.8466668128967285,5.869999885559082,7863600.0,0.18,1.2919,26.25,0.37,0.19,1188.0,76.01000213623047
2010-07-19,5.886666774749756,5.926667213439941,5.8333330154418945,5.9033331871032715,4311000.0,0.18,1.2963,25.97,0.35,0.19,1181.699951171875,76.54000091552734
2010-07-20,5.836667060852051,6.059999942779541,5.806666851043701,6.050000190734863,6911700.0,0.18,1.2905,23.93,0.35,0.18,1191.5,77.44000244140625
2010-07-21,6.133333206176758,6.133333206176758,5.920000076293945,5.926667213439941,5768400.0,0.18,1.2818,25.64,0.35,0.18,1191.5999755859375,76.55999755859375
2010-07-22,6.0,6.163332939147949,5.983333110809326,6.133333206176758,5718300.0,0.18,1.2903,24.63,0.34,0.18,1195.5,79.30000305175781
2010-07-23,6.146667003631592,6.2266669273376465,6.0366668701171875,6.210000038146973,4777500.0,0.18,1.2874,23.47,0.33,0.19,1187.699951171875,78.9800033569336
2010-07-26,6.233333110809326,6.343332767486572,6.176667213439941,6.3333330154418945,4794300.0,0.18,1.2983,22.73,0.33,0.19,1183.0,78.9800033569336
2010-07-27,6.506667137145996,6.699999809265137,6.4766669273376465,6.49666690826416,12775500.0,0.18,1.2983,23.19,0.33,0.19,1158.0,77.5
2010-07-28,6.613333225250244,6.630000114440918,6.433332920074463,6.446667194366455,6692400.0,0.18,1.2998,24.25,0.32,0.2,1160.4000244140625,76.98999786376953
2010-07-29,6.466667175292969,6.533332824707031,6.363333225250244,6.486667156219482,6282900.0,0.18,1.3064,24.13,0.32,0.19,1168.4000244140625,78.36000061035156
2010-07-30,6.420000076293945,6.513332843780518,6.363333225250244,6.489999771118164,10908600.0,0.18,1.3069,23.5,0.3,0.18,1181.699951171875,78.94999694824219
2010-08-01,6.420000076293945,6.513332843780518,6.363333225250244,6.489999771118164,10908600.0,0.19,1.3069,23.5,0.3,0.18,1181.699951171875,78.94999694824219
2010-08-02,6.573332786560059,6.71999979019165,6.49666690826416,6.699999809265137,7472700.0,0.19,1.3174,22.01,0.28,0.19,1183.4000244140625,81.33999633789062
2010-08-03,6.686666965484619,6.716667175292969,6.650000095367432,6.679999828338623,6409500.0,0.19,1.3239,22.63,0.27,0.19,1185.199951171875,82.55000305175781
2010-08-04,6.676667213439941,6.756667137145996,6.6533331871032715,6.71999979019165,7354200.0,0.19,1.3158,22.21,0.26,0.19,1193.699951171875,82.47000122070312
2010-08-05,6.663332939147949,6.789999961853027,6.619999885559082,6.769999980926514,6738900.0,0.19,1.3157,22.1,0.27,0.19,1197.199951171875,82.01000213623047
2010-08-06,6.696667194366455,6.766666889190674,6.650000095367432,6.736667156219482,6082200.0,0.19,1.3282,21.74,0.26,0.18,1203.4000244140625,80.69999694824219
2010-08-09,6.736667156219482,6.8333330154418945,6.716667175292969,6.826666831970215,6673500.0,0.19,1.3241,22.14,0.25,0.18,1200.699951171875,81.4800033569336
2010-08-10,6.766666889190674,6.8466668128967285,6.683332920074463,6.783332824707031,8497800.0,0.19,1.3095,22.37,0.25,0.18,1196.199951171875,80.25
2010-08-11,6.673333168029785,6.7133331298828125,6.550000190734863,6.586667060852051,8625900.0,0.19,1.2899,25.39,0.23,0.17,1197.5,78.0199966430664
2010-08-12,6.5,6.710000038146973,6.5,6.6533331871032715,9476100.0,0.19,1.2866,25.73,0.22,0.18,1214.800048828125,75.73999786376953
2010-08-13,6.630000114440918,6.74666690826416,6.630000114440918,6.646667003631592,6285000.0,0.19,1.2767,26.24,0.22,0.19,1214.9000244140625,75.38999938964844
2010-08-16,6.639999866485596,6.7266669273376465,6.593332767486572,6.716667175292969,7782300.0,0.19,1.2838,26.1,0.2,0.2,1224.5,75.23999786376953
2010-08-17,6.7733330726623535,6.800000190734863,6.710000038146973,6.710000038146973,6493500.0,0.19,1.289,24.33,0.18,0.2,1226.5999755859375,75.7699966430664
2010-08-18,6.710000038146973,6.760000228881836,6.646667003631592,6.716667175292969,7100100.0,0.19,1.2872,24.59,0.19,0.19,1229.699951171875,75.41999816894531
2010-08-19,6.673333168029785,6.716667175292969,6.556666851043701,6.566667079925537,9484500.0,0.19,1.2837,26.44,0.18,0.19,1233.800048828125,74.43000030517578
2010-08-20,6.53000020980835,6.539999961853027,6.443333148956299,6.50333309173584,4935000.0,0.19,1.2687,25.49,0.18,0.2,1227.199951171875,73.45999908447266
2010-08-23,6.516666889190674,6.543333053588867,6.456666946411133,6.47333288192749,3696600.0,0.19,1.2663,25.66,0.16,0.19,1226.9000244140625,73.0999984741211
2010-08-24,6.4166669845581055,6.4166669845581055,6.269999980926514,6.283332824707031,10512900.0,0.19,1.2675,27.46,0.15,0.19,1231.800048828125,71.62999725341797
2010-08-25,6.2266669273376465,6.256667137145996,6.130000114440918,6.22333288192749,13461600.0,0.19,1.2652,26.7,0.14,0.19,1239.5,72.5199966430664
